country,crop,year,yield_hg_ha,average_rain_fall_mm_per_year,pesticide_tonnes,avg_temp
india,cassava,1996,238528,1083.0,56114.0,25.839545454545455
india,cassava,1997,221117,1083.0,52279.0,25.346363636363638
india,cassava,1998,252815,1083.0,49157.0,26.125454545454545
india,cassava,1999,239523,1083.0,46195.0,26.096363636363638
india,cassava,2000,269087,1083.0,44957.52,25.991363636363634
india,cassava,2001,266998,1083.0,43720.04,25.957727272727276
india,cassava,2002,272746,1083.0,42482.56,26.45590909090909
india,cassava,2003,262135,1083.0,41245.08,26.053181818181816
india,cassava,2004,270436,1083.0,35113.0,26.159545454545455
india,cassava,2005,304978,1083.0,35342.0,25.895454545454548
india,cassava,2006,321132,1083.0,37423.0,26.203636363636363
india,cassava,2007,322204,1083.0,27422.77,26.078181818181818
india,cassava,2008,335407,1083.0,14485.33,25.765454545454546
india,cassava,2009,343433,1083.0,28707.01,26.612727272727273
india,cassava,2010,347555,1083.0,40093.69,26.579090909090908
india,cassava,2011,364770,1083.0,55540.0,25.79909090909091
india,cassava,2012,385818,1083.0,52980.0,26.017272727272726
india,cassava,2013,349594,1083.0,45620.0,26.75181818181818
india,cassava,2014,356555,1083.0,60280.0,26.014280303030304
india,cassava,2015,210240,1083.0,56120.0,26.014280303030304
india,cassava,2016,223235,1083.0,50410.0,26.014280303030304
india,maize,1990,15178,1083.0,75000.0,25.604545454545452
india,maize,1991,13763,1083.0,72133.0,25.752272727272725
india,maize,1992,16758,1083.0,70791.0,25.719545454545457
india,maize,1993,16015,1083.0,66388.0,25.920454545454547
india,maize,1994,14480,1083.0,61357.0,25.717272727272725
india,maize,1995,15946,1083.0,61257.0,25.900454545454544
india,maize,1996,17094,1083.0,56114.0,25.839545454545455
india,maize,1997,17111,1083.0,52279.0,25.346363636363638
india,maize,1998,17969,1083.0,49157.0,26.125454545454545
india,maize,1999,17922,1083.0,46195.0,26.096363636363638
india,maize,2000,18216,1083.0,44957.52,25.991363636363634
india,maize,2001,19996,1083.0,43720.04,25.957727272727276
india,maize,2002,16807,1083.0,42482.56,26.45590909090909
india,maize,2003,20405,1083.0,41245.08,26.053181818181816
india,maize,2004,19073,1083.0,35113.0,26.159545454545455
india,maize,2005,19385,1083.0,35342.0,25.895454545454548
india,maize,2006,19125,1083.0,37423.0,26.203636363636363
india,maize,2007,23352,1083.0,27422.77,26.078181818181818
india,maize,2008,24140,1083.0,14485.33,25.765454545454546
india,maize,2009,20238,1083.0,28707.01,26.612727272727273
india,maize,2010,25401,1083.0,40093.69,26.579090909090908
india,maize,2011,24784,1083.0,55540.0,25.79909090909091
india,maize,2012,25557,1083.0,52980.0,26.017272727272726
india,maize,2013,25726,1083.0,45620.0,26.75181818181818
india,maize,2014,26107,1083.0,60280.0,26.014280303030304
india,maize,2015,25972,1083.0,56120.0,26.014280303030304
india,maize,2016,25745,1083.0,50410.0,26.014280303030304
india,potatoes,1990,157136,1083.0,75000.0,25.604545454545452
india,potatoes,1991,162540,1083.0,72133.0,25.752272727272725
india,potatoes,1992,160294,1083.0,70791.0,25.719545454545457
india,potatoes,1993,149024,1083.0,66388.0,25.920454545454547
india,potatoes,1994,166101,1083.0,61357.0,25.717272727272725
india,potatoes,1995,162720,1083.0,61257.0,25.900454545454544
india,potatoes,1996,169913,1083.0,56114.0,25.839545454545455
india,potatoes,1997,193913,1083.0,52279.0,25.346363636363638
india,potatoes,1998,146020,1083.0,49157.0,26.125454545454545
india,potatoes,1999,175712,1083.0,46195.0,26.096363636363638
india,potatoes,2000,186443,1083.0,44957.52,25.991363636363634
india,potatoes,2001,183627,1083.0,43720.04,25.957727272727276
india,potatoes,2002,194173,1083.0,42482.56,26.45590909090909
india,potatoes,2003,173208,1083.0,41245.08,26.053181818181816
india,potatoes,2004,188091,1083.0,35113.0,26.159545454545455
india,potatoes,2005,188908,1083.0,35342.0,25.895454545454548
india,potatoes,2006,185920,1083.0,37423.0,26.203636363636363
india,potatoes,2007,164101,1083.0,27422.77,26.078181818181818
india,potatoes,2008,192973,1083.0,14485.33,25.765454545454546
india,potatoes,2009,188103,1083.0,28707.01,26.612727272727273
india,potatoes,2010,199299,1083.0,40093.69,26.579090909090908
india,potatoes,2011,227240,1083.0,55540.0,25.79909090909091
india,potatoes,2012,217530,1083.0,52980.0,26.017272727272726
india,potatoes,2013,227606,1083.0,45620.0,26.75181818181818
india,potatoes,2014,229224,1083.0,60280.0,26.014280303030304
india,potatoes,2015,231257,1083.0,56120.0,26.014280303030304
india,potatoes,2016,205493,1083.0,50410.0,26.014280303030304
india,"rice, paddy",1990,26125,1083.0,75000.0,25.604545454545452
india,"rice, paddy",1991,26271,1083.0,72133.0,25.752272727272725
india,"rice, paddy",1992,26092,1083.0,70791.0,25.719545454545457
india,"rice, paddy",1993,28303,1083.0,66388.0,25.920454545454547
india,"rice, paddy",1994,28645,1083.0,61357.0,25.717272727272725
india,"rice, paddy",1995,26972,1083.0,61257.0,25.900454545454544
india,"rice, paddy",1996,28226,1083.0,56114.0,25.839545454545455
india,"rice, paddy",1997,28457,1083.0,52279.0,25.346363636363638
india,"rice, paddy",1998,28805,1083.0,49157.0,26.125454545454545
india,"rice, paddy",1999,29782,1083.0,46195.0,26.096363636363638
india,"rice, paddy",2000,28508,1083.0,44957.52,25.991363636363634
india,"rice, paddy",2001,31158,1083.0,43720.04,25.957727272727276
india,"rice, paddy",2002,26163,1083.0,42482.56,26.45590909090909
india,"rice, paddy",2003,31177,1083.0,41245.08,26.053181818181816
india,"rice, paddy",2004,29756,1083.0,35113.0,26.159545454545455
india,"rice, paddy",2005,31537,1083.0,35342.0,25.895454545454548
india,"rice, paddy",2006,31759,1083.0,37423.0,26.203636363636363
india,"rice, paddy",2007,32924,1083.0,27422.77,26.078181818181818
india,"rice, paddy",2008,32509,1083.0,14485.33,25.765454545454546
india,"rice, paddy",2009,32366,1083.0,28707.01,26.612727272727273
india,"rice, paddy",2010,33587,1083.0,40093.69,26.579090909090908
india,"rice, paddy",2011,35878,1083.0,55540.0,25.79909090909091
india,"rice, paddy",2012,36909,1083.0,52980.0,26.017272727272726
india,"rice, paddy",2013,36070,1083.0,45620.0,26.75181818181818
india,"rice, paddy",2014,35638,1083.0,60280.0,26.014280303030304
india,"rice, paddy",2015,36077,1083.0,56120.0,26.014280303030304
india,"rice, paddy",2016,36950,1083.0,50410.0,26.014280303030304
india,sorghum,1990,8136,1083.0,75000.0,25.604545454545452
india,sorghum,1991,6553,1083.0,72133.0,25.752272727272725
india,sorghum,1992,9820,1083.0,70791.0,25.719545454545457
india,sorghum,1993,8981,1083.0,66388.0,25.920454545454547
india,sorghum,1994,7786,1083.0,61357.0,25.717272727272725
india,sorghum,1995,8235,1083.0,61257.0,25.900454545454544
india,sorghum,1996,9591,1083.0,56114.0,25.839545454545455
india,sorghum,1997,6920,1083.0,52279.0,25.346363636363638
india,sorghum,1998,8592,1083.0,49157.0,26.125454545454545
india,sorghum,1999,8472,1083.0,46195.0,26.096363636363638
india,sorghum,2000,7639,1083.0,44957.52,25.991363636363634
india,sorghum,2001,7715,1083.0,43720.04,25.957727272727276
india,sorghum,2002,7602,1083.0,42482.56,26.45590909090909
india,sorghum,2003,7540,1083.0,41245.08,26.053181818181816
india,sorghum,2004,7161,1083.0,35113.0,26.159545454545455
india,sorghum,2005,7968,1083.0,35342.0,25.895454545454548
india,sorghum,2006,8803,1083.0,37423.0,26.203636363636363
india,sorghum,2007,8443,1083.0,27422.77,26.078181818181818
india,sorghum,2008,10209,1083.0,14485.33,25.765454545454546
india,sorghum,2009,9621,1083.0,28707.01,26.612727272727273
india,sorghum,2010,8602,1083.0,40093.69,26.579090909090908
india,sorghum,2011,9487,1083.0,55540.0,25.79909090909091
india,sorghum,2012,9568,1083.0,52980.0,26.017272727272726
india,sorghum,2013,8502,1083.0,45620.0,26.75181818181818
india,sorghum,2014,9568,1083.0,60280.0,26.014280303030304
india,sorghum,2015,8847,1083.0,56120.0,26.014280303030304
india,sorghum,2016,7805,1083.0,50410.0,26.014280303030304
india,soybeans,1990,10145,1083.0,75000.0,25.604545454545452
india,soybeans,1991,7825,1083.0,72133.0,25.752272727272725
india,soybeans,1992,8947,1083.0,70791.0,25.719545454545457
india,soybeans,1993,10857,1083.0,66388.0,25.920454545454547
india,soybeans,1994,9106,1083.0,61357.0,25.717272727272725
india,soybeans,1995,10121,1083.0,61257.0,25.900454545454544
india,soybeans,1996,10319,1083.0,56114.0,25.839545454545455
india,soybeans,1997,10789,1083.0,52279.0,25.346363636363638
india,soybeans,1998,11001,1083.0,49157.0,26.125454545454545
india,soybeans,1999,11380,1083.0,46195.0,26.096363636363638
india,soybeans,2000,8222,1083.0,44957.52,25.991363636363634
india,soybeans,2001,9400,1083.0,43720.04,25.957727272727276
india,soybeans,2002,7624,1083.0,42482.56,26.45590909090909
india,soybeans,2003,11929,1083.0,41245.08,26.053181818181816
india,soybeans,2004,9082,1083.0,35113.0,26.159545454545455
india,soybeans,2005,10734,1083.0,35342.0,25.895454545454548
india,soybeans,2006,10628,1083.0,37423.0,26.203636363636363
india,soybeans,2007,12351,1083.0,27422.77,26.078181818181818
india,soybeans,2008,10415,1083.0,14485.33,25.765454545454546
india,soybeans,2009,10236,1083.0,28707.01,26.612727272727273
india,soybeans,2010,13330,1083.0,40093.69,26.579090909090908
india,soybeans,2011,11998,1083.0,55540.0,25.79909090909091
india,soybeans,2012,13530,1083.0,52980.0,26.017272727272726
india,soybeans,2013,10123,1083.0,45620.0,26.75181818181818
india,soybeans,2014,9358,1083.0,60280.0,26.014280303030304
india,soybeans,2015,7344,1083.0,56120.0,26.014280303030304
india,soybeans,2016,12181,1083.0,50410.0,26.014280303030304
india,sweet potatoes,1990,79663,1083.0,75000.0,25.604545454545452
india,sweet potatoes,1991,83453,1083.0,72133.0,25.752272727272725
india,sweet potatoes,1992,82835,1083.0,70791.0,25.719545454545457
india,sweet potatoes,1993,85962,1083.0,66388.0,25.920454545454547
india,sweet potatoes,1994,84823,1083.0,61357.0,25.717272727272725
india,sweet potatoes,1995,80643,1083.0,61257.0,25.900454545454544
india,sweet potatoes,1996,80716,1083.0,56114.0,25.839545454545455
india,sweet potatoes,1997,84850,1083.0,52279.0,25.346363636363638
india,sweet potatoes,1998,86907,1083.0,49157.0,26.125454545454545
india,sweet potatoes,1999,85744,1083.0,46195.0,26.096363636363638
india,sweet potatoes,2000,97421,1083.0,44957.52,25.991363636363634
india,sweet potatoes,2001,88368,1083.0,43720.04,25.957727272727276
india,sweet potatoes,2002,85694,1083.0,42482.56,26.45590909090909
india,sweet potatoes,2003,85694,1083.0,41245.08,26.053181818181816
india,sweet potatoes,2004,88588,1083.0,35113.0,26.159545454545455
india,sweet potatoes,2005,88477,1083.0,35342.0,25.895454545454548
india,sweet potatoes,2006,86849,1083.0,37423.0,26.203636363636363
india,sweet potatoes,2007,86976,1083.0,27422.77,26.078181818181818
india,sweet potatoes,2008,88943,1083.0,14485.33,25.765454545454546
india,sweet potatoes,2009,90080,1083.0,28707.01,26.612727272727273
india,sweet potatoes,2010,92069,1083.0,40093.69,26.579090909090908
india,sweet potatoes,2011,92456,1083.0,55540.0,25.79909090909091
india,sweet potatoes,2012,97174,1083.0,52980.0,26.017272727272726
india,sweet potatoes,2013,101288,1083.0,45620.0,26.75181818181818
india,sweet potatoes,2014,102756,1083.0,60280.0,26.014280303030304
india,sweet potatoes,2015,114766,1083.0,56120.0,26.014280303030304
india,sweet potatoes,2016,113231,1083.0,50410.0,26.014280303030304
india,wheat,1990,21211,1083.0,75000.0,25.604545454545452
india,wheat,1991,22814,1083.0,72133.0,25.752272727272725
india,wheat,1992,23940,1083.0,70791.0,25.719545454545457
india,wheat,1993,23267,1083.0,66388.0,25.920454545454547
india,wheat,1994,23796,1083.0,61357.0,25.717272727272725
india,wheat,1995,25590,1083.0,61257.0,25.900454545454544
india,wheat,1996,24828,1083.0,56114.0,25.839545454545455
india,wheat,1997,26789,1083.0,52279.0,25.346363636363638
india,wheat,1998,24852,1083.0,49157.0,26.125454545454545
india,wheat,1999,25901,1083.0,46195.0,26.096363636363638
india,wheat,2000,27785,1083.0,44957.52,25.991363636363634
india,wheat,2001,27081,1083.0,43720.04,25.957727272727276
india,wheat,2002,27621,1083.0,42482.56,26.45590909090909
india,wheat,2003,26100,1083.0,41245.08,26.053181818181816
india,wheat,2004,27132,1083.0,35113.0,26.159545454545455
india,wheat,2005,26016,1083.0,35342.0,25.895454545454548
india,wheat,2006,26188,1083.0,37423.0,26.203636363636363
india,wheat,2007,27079,1083.0,27422.77,26.078181818181818
india,wheat,2008,28022,1083.0,14485.33,25.765454545454546
india,wheat,2009,29071,1083.0,28707.01,26.612727272727273
india,wheat,2010,28395,1083.0,40093.69,26.579090909090908
india,wheat,2011,29886,1083.0,55540.0,25.79909090909091
india,wheat,2012,31775,1083.0,52980.0,26.017272727272726
india,wheat,2013,31538,1083.0,45620.0,26.75181818181818
india,wheat,2014,31457,1083.0,60280.0,26.014280303030304
india,wheat,2015,27496,1083.0,56120.0,26.014280303030304
india,wheat,2016,30930,1083.0,50410.0,26.014280303030304
indonesia,cassava,1990,120691,2702.0,2432.0,26.828333333333333
indonesia,cassava,1991,120946,2702.0,3259.0,26.683333333333334
indonesia,cassava,1992,122220,2702.0,825.0,26.743333333333336
indonesia,cassava,1993,123323,2702.0,1597.0,26.833333333333332
indonesia,cassava,1994,115946,2702.0,1597.0,26.73
indonesia,cassava,1995,116605,2702.0,1597.0,26.838333333333335
indonesia,cassava,1996,120150,2702.0,1597.0,26.84
indonesia,cassava,1997,121718,2702.0,1597.0,27.01
indonesia,cassava,1998,121925,2702.0,1597.0,27.343333333333334
indonesia,cassava,1999,121763,2702.0,1597.0,26.700000000000003
indonesia,cassava,2000,125305,2702.0,1597.0,26.866666666666664
indonesia,cassava,2001,129407,2702.0,1597.0,26.911666666666665
indonesia,cassava,2002,132491,2702.0,1597.0,27.125
indonesia,cassava,2003,148841,2702.0,1597.0,27.121666666666666
indonesia,cassava,2004,154679,2702.0,1597.0,27.10666666666667
indonesia,cassava,2005,159224,2702.0,1597.0,27.10166666666667
indonesia,cassava,2006,162829,2702.0,1597.0,27.05666666666667
indonesia,cassava,2007,166362,2702.0,1597.0,26.918333333333333
indonesia,cassava,2008,180950,2702.0,1597.0,26.748333333333335
indonesia,cassava,2009,187461,2702.0,1597.0,27.075
indonesia,cassava,2010,202174,2702.0,1597.0,27.076666666666668
indonesia,cassava,2011,202955,2702.0,1597.0,26.83666666666667
indonesia,cassava,2012,214018,2702.0,1597.0,27.026666666666667
indonesia,cassava,2013,224601,2702.0,1597.0,27.015
indonesia,cassava,2014,233548,2702.0,1597.0,26.93902777777778
indonesia,cassava,2015,229509,2702.0,1597.0,26.93902777777778
indonesia,cassava,2016,239133,2702.0,1597.0,26.93902777777778
indonesia,maize,1990,21323,2702.0,2432.0,26.828333333333333
indonesia,maize,1991,21505,2702.0,3259.0,26.683333333333334
indonesia,maize,1992,22030,2702.0,825.0,26.743333333333336
indonesia,maize,1993,21975,2702.0,1597.0,26.833333333333332
indonesia,maize,1994,22091,2702.0,1597.0,26.73
indonesia,maize,1995,22580,2702.0,1597.0,26.838333333333335
indonesia,maize,1996,24862,2702.0,1597.0,26.84
indonesia,maize,1997,26141,2702.0,1597.0,27.01
indonesia,maize,1998,26526,2702.0,1597.0,27.343333333333334
indonesia,maize,1999,26629,2702.0,1597.0,26.700000000000003
indonesia,maize,2000,27649,2702.0,1597.0,26.866666666666664
indonesia,maize,2001,28446,2702.0,1597.0,26.911666666666665
indonesia,maize,2002,30655,2702.0,1597.0,27.125
indonesia,maize,2003,32414,2702.0,1597.0,27.121666666666666
indonesia,maize,2004,33439,2702.0,1597.0,27.10666666666667
indonesia,maize,2005,34539,2702.0,1597.0,27.10166666666667
indonesia,maize,2006,34699,2702.0,1597.0,27.05666666666667
indonesia,maize,2007,36601,2702.0,1597.0,26.918333333333333
indonesia,maize,2008,40776,2702.0,1597.0,26.748333333333335
indonesia,maize,2009,42372,2702.0,1597.0,27.075
indonesia,maize,2010,44359,2702.0,1597.0,27.076666666666668
indonesia,maize,2011,45652,2702.0,1597.0,26.83666666666667
indonesia,maize,2012,48987,2702.0,1597.0,27.026666666666667
indonesia,maize,2013,48441,2702.0,1597.0,27.015
indonesia,maize,2014,49540,2702.0,1597.0,26.93902777777778
indonesia,maize,2015,51784,2702.0,1597.0,26.93902777777778
indonesia,maize,2016,53705,2702.0,1597.0,26.93902777777778
indonesia,potatoes,1990,141637,2702.0,2432.0,26.828333333333333
indonesia,potatoes,1991,132721,2702.0,3259.0,26.683333333333334
indonesia,potatoes,1992,143819,2702.0,825.0,26.743333333333336
indonesia,potatoes,1993,158338,2702.0,1597.0,26.833333333333332
indonesia,potatoes,1994,156474,2702.0,1597.0,26.73
indonesia,potatoes,1995,165939,2702.0,1597.0,26.838333333333335
indonesia,potatoes,1996,158631,2702.0,1597.0,26.84
indonesia,potatoes,1997,162061,2702.0,1597.0,27.01
indonesia,potatoes,1998,153432,2702.0,1597.0,27.343333333333334
indonesia,potatoes,1999,147199,2702.0,1597.0,26.700000000000003
indonesia,potatoes,2000,133759,2702.0,1597.0,26.866666666666664
indonesia,potatoes,2001,148495,2702.0,1597.0,26.911666666666665
indonesia,potatoes,2002,155903,2702.0,1597.0,27.125
indonesia,potatoes,2003,153206,2702.0,1597.0,27.121666666666666
indonesia,potatoes,2004,163870,2702.0,1597.0,27.10666666666667
indonesia,potatoes,2005,164014,2702.0,1597.0,27.10166666666667
indonesia,potatoes,2006,169363,2702.0,1597.0,27.05666666666667
indonesia,potatoes,2007,160919,2702.0,1597.0,26.918333333333333
indonesia,potatoes,2008,166719,2702.0,1597.0,26.748333333333335
indonesia,potatoes,2009,165123,2702.0,1597.0,27.075
indonesia,potatoes,2010,159445,2702.0,1597.0,27.076666666666668
indonesia,potatoes,2011,159562,2702.0,1597.0,26.83666666666667
indonesia,potatoes,2012,165820,2702.0,1597.0,27.026666666666667
indonesia,potatoes,2013,160184,2702.0,1597.0,27.015
indonesia,potatoes,2014,176668,2702.0,1597.0,26.93902777777778
indonesia,potatoes,2015,182027,2702.0,1597.0,26.93902777777778
indonesia,potatoes,2016,182549,2702.0,1597.0,26.93902777777778
indonesia,"rice, paddy",1990,43018,2702.0,2432.0,26.828333333333333
indonesia,"rice, paddy",1991,43465,2702.0,3259.0,26.683333333333334
indonesia,"rice, paddy",1992,43446,2702.0,825.0,26.743333333333336
indonesia,"rice, paddy",1993,43750,2702.0,1597.0,26.833333333333332
indonesia,"rice, paddy",1994,43453,2702.0,1597.0,26.73
indonesia,"rice, paddy",1995,43487,2702.0,1597.0,26.838333333333335
indonesia,"rice, paddy",1996,44168,2702.0,1597.0,26.84
indonesia,"rice, paddy",1997,44322,2702.0,1597.0,27.01
indonesia,"rice, paddy",1998,41974,2702.0,1597.0,27.343333333333334
indonesia,"rice, paddy",1999,42519,2702.0,1597.0,26.700000000000003
indonesia,"rice, paddy",2000,44007,2702.0,1597.0,26.866666666666664
indonesia,"rice, paddy",2001,43879,2702.0,1597.0,26.911666666666665
indonesia,"rice, paddy",2002,44691,2702.0,1597.0,27.125
indonesia,"rice, paddy",2003,45426,2702.0,1597.0,27.121666666666666
indonesia,"rice, paddy",2004,45365,2702.0,1597.0,27.10666666666667
indonesia,"rice, paddy",2005,45739,2702.0,1597.0,27.10166666666667
indonesia,"rice, paddy",2006,46201,2702.0,1597.0,27.05666666666667
indonesia,"rice, paddy",2007,47052,2702.0,1597.0,26.918333333333333
indonesia,"rice, paddy",2008,48948,2702.0,1597.0,26.748333333333335
indonesia,"rice, paddy",2009,49985,2702.0,1597.0,27.075
indonesia,"rice, paddy",2010,50153,2702.0,1597.0,27.076666666666668
indonesia,"rice, paddy",2011,49802,2702.0,1597.0,26.83666666666667
indonesia,"rice, paddy",2012,51360,2702.0,1597.0,27.026666666666667
indonesia,"rice, paddy",2013,51520,2702.0,1597.0,27.015
indonesia,"rice, paddy",2014,51348,2702.0,1597.0,26.93902777777778
indonesia,"rice, paddy",2015,53411,2702.0,1597.0,26.93902777777778
indonesia,"rice, paddy",2016,54148,2702.0,1597.0,26.93902777777778
indonesia,soybeans,1990,11149,2702.0,2432.0,26.828333333333333
indonesia,soybeans,1991,11369,2702.0,3259.0,26.683333333333334
indonesia,soybeans,1992,11230,2702.0,825.0,26.743333333333336
indonesia,soybeans,1993,11621,2702.0,1597.0,26.833333333333332
indonesia,soybeans,1994,11123,2702.0,1597.0,26.73
indonesia,soybeans,1995,11371,2702.0,1597.0,26.838333333333335
indonesia,soybeans,1996,11915,2702.0,1597.0,26.84
indonesia,soybeans,1997,12125,2702.0,1597.0,27.01
indonesia,soybeans,1998,11923,2702.0,1597.0,27.343333333333334
indonesia,soybeans,1999,12013,2702.0,1597.0,26.700000000000003
indonesia,soybeans,2000,12335,2702.0,1597.0,26.866666666666664
indonesia,soybeans,2001,12181,2702.0,1597.0,26.911666666666665
indonesia,soybeans,2002,12360,2702.0,1597.0,27.125
indonesia,soybeans,2003,12749,2702.0,1597.0,27.121666666666666
indonesia,soybeans,2004,12801,2702.0,1597.0,27.10666666666667
indonesia,soybeans,2005,13006,2702.0,1597.0,27.10166666666667
indonesia,soybeans,2006,12878,2702.0,1597.0,27.05666666666667
indonesia,soybeans,2007,12908,2702.0,1597.0,26.918333333333333
indonesia,soybeans,2008,13119,2702.0,1597.0,26.748333333333335
indonesia,soybeans,2009,13483,2702.0,1597.0,27.075
indonesia,soybeans,2010,13726,2702.0,1597.0,27.076666666666668
indonesia,soybeans,2011,13681,2702.0,1597.0,26.83666666666667
indonesia,soybeans,2012,14854,2702.0,1597.0,27.026666666666667
indonesia,soybeans,2013,14161,2702.0,1597.0,27.015
indonesia,soybeans,2014,15511,2702.0,1597.0,26.93902777777778
indonesia,soybeans,2015,15690,2702.0,1597.0,26.93902777777778
indonesia,soybeans,2016,15515,2702.0,1597.0,26.93902777777778
indonesia,sweet potatoes,1990,94450,2702.0,2432.0,26.828333333333333
indonesia,sweet potatoes,1991,95150,2702.0,3259.0,26.683333333333334
indonesia,sweet potatoes,1992,94481,2702.0,825.0,26.743333333333336
indonesia,sweet potatoes,1993,93183,2702.0,1597.0,26.833333333333332
indonesia,sweet potatoes,1994,93583,2702.0,1597.0,26.73
indonesia,sweet potatoes,1995,94939,2702.0,1597.0,26.838333333333335
indonesia,sweet potatoes,1996,113547,2702.0,1597.0,26.84
indonesia,sweet potatoes,1997,94532,2702.0,1597.0,27.01
indonesia,sweet potatoes,1998,95750,2702.0,1597.0,27.343333333333334
indonesia,sweet potatoes,1999,96698,2702.0,1597.0,26.700000000000003
indonesia,sweet potatoes,2000,94211,2702.0,1597.0,26.866666666666664
indonesia,sweet potatoes,2001,96634,2702.0,1597.0,26.911666666666665
indonesia,sweet potatoes,2002,99940,2702.0,1597.0,27.125
indonesia,sweet potatoes,2003,100857,2702.0,1597.0,27.121666666666666
indonesia,sweet potatoes,2004,103053,2702.0,1597.0,27.10666666666667
indonesia,sweet potatoes,2005,104128,2702.0,1597.0,27.10166666666667
indonesia,sweet potatoes,2006,105267,2702.0,1597.0,27.05666666666667
indonesia,sweet potatoes,2007,106643,2702.0,1597.0,26.918333333333333
indonesia,sweet potatoes,2008,107743,2702.0,1597.0,26.748333333333335
indonesia,sweet potatoes,2009,111920,2702.0,1597.0,27.075
indonesia,sweet potatoes,2010,113272,2702.0,1597.0,27.076666666666668
indonesia,sweet potatoes,2011,123289,2702.0,1597.0,26.83666666666667
indonesia,sweet potatoes,2012,139290,2702.0,1597.0,27.026666666666667
indonesia,sweet potatoes,2013,147465,2702.0,1597.0,27.015
indonesia,sweet potatoes,2014,151996,2702.0,1597.0,26.93902777777778
indonesia,sweet potatoes,2015,160533,2702.0,1597.0,26.93902777777778
indonesia,sweet potatoes,2016,165667,2702.0,1597.0,26.93902777777778
iraq,maize,1990,24814,216.0,692.0,21.585
iraq,maize,1991,21857,216.0,692.0,21.445
iraq,maize,1992,20046,216.0,692.0,19.64
iraq,maize,1993,19310,216.0,692.0,20.805
iraq,maize,1994,21333,216.0,692.0,21.744999999999997
iraq,maize,1995,14286,216.0,816.0,21.59
iraq,maize,1996,20833,216.0,616.0,22.045
iraq,maize,1997,19836,216.0,848.0,20.985
iraq,maize,1998,21803,216.0,755.0,22.49
iraq,maize,1999,19167,216.0,508.0,22.635
iraq,maize,2000,7560,216.0,548.0,22.09
iraq,maize,2001,23613,216.0,837.47,22.625
iraq,maize,2002,24433,216.0,878.68,21.93
iraq,maize,2003,24462,216.0,853.65,22.035
iraq,maize,2004,22486,216.0,828.62,21.86
iraq,maize,2005,23079,216.0,873.01,21.77
iraq,maize,2006,24255,216.0,824.14,21.97
iraq,maize,2007,24774,216.0,1062.61,22.020000000000003
iraq,maize,2008,23492,216.0,1245.94,22.275
iraq,maize,2009,20878,216.0,1429.27,22.065
iraq,maize,2010,23586,216.0,1612.61,23.729999999999997
iraq,maize,2011,26077,216.0,1795.94,21.61
iraq,maize,2012,33444,216.0,1979.27,22.52
iraq,maize,2013,42214,216.0,2162.6,23.455
iraq,maize,2014,34205,216.0,2162.6,21.955000000000002
iraq,maize,2015,31844,216.0,2162.6,21.955000000000002
iraq,maize,2016,38890,216.0,2162.6,21.955000000000002
iraq,potatoes,1990,166681,216.0,692.0,21.585
iraq,potatoes,1991,138029,216.0,692.0,21.445
iraq,potatoes,1992,179167,216.0,692.0,19.64
iraq,potatoes,1993,174739,216.0,692.0,20.805
iraq,potatoes,1994,166360,216.0,692.0,21.744999999999997
iraq,potatoes,1995,160385,216.0,816.0,21.59
iraq,potatoes,1996,177576,216.0,616.0,22.045
iraq,potatoes,1997,154474,216.0,848.0,20.985
iraq,potatoes,1998,155263,216.0,755.0,22.49
iraq,potatoes,1999,164972,216.0,508.0,22.635
iraq,potatoes,2000,140645,216.0,548.0,22.09
iraq,potatoes,2001,163947,216.0,837.47,22.625
iraq,potatoes,2002,170047,216.0,878.68,21.93
iraq,potatoes,2003,170146,216.0,853.65,22.035
iraq,potatoes,2004,162581,216.0,828.62,21.86
iraq,potatoes,2005,158431,216.0,873.01,21.77
iraq,potatoes,2006,176444,216.0,824.14,21.97
iraq,potatoes,2007,179580,216.0,1062.61,22.020000000000003
iraq,potatoes,2008,105689,216.0,1245.94,22.275
iraq,potatoes,2009,113307,216.0,1429.27,22.065
iraq,potatoes,2010,157177,216.0,1612.61,23.729999999999997
iraq,potatoes,2011,137820,216.0,1795.94,21.61
iraq,potatoes,2012,134713,216.0,1979.27,22.52
iraq,potatoes,2013,170599,216.0,2162.6,23.455
iraq,potatoes,2014,156264,216.0,2162.6,21.955000000000002
iraq,potatoes,2015,266114,216.0,2162.6,21.955000000000002
iraq,potatoes,2016,245181,216.0,2162.6,21.955000000000002
iraq,"rice, paddy",1990,28889,216.0,692.0,21.585
iraq,"rice, paddy",1991,22008,216.0,692.0,21.445
iraq,"rice, paddy",1992,18947,216.0,692.0,19.64
iraq,"rice, paddy",1993,18727,216.0,692.0,20.805
iraq,"rice, paddy",1994,23497,216.0,692.0,21.744999999999997
iraq,"rice, paddy",1995,18000,216.0,816.0,21.59
iraq,"rice, paddy",1996,22500,216.0,616.0,22.045
iraq,"rice, paddy",1997,20165,216.0,848.0,20.985
iraq,"rice, paddy",1998,23438,216.0,755.0,22.49
iraq,"rice, paddy",1999,13846,216.0,508.0,22.635
iraq,"rice, paddy",2000,6000,216.0,548.0,22.09
iraq,"rice, paddy",2001,12800,216.0,837.47,22.625
iraq,"rice, paddy",2002,25000,216.0,878.68,21.93
iraq,"rice, paddy",2003,30508,216.0,853.65,22.035
iraq,"rice, paddy",2004,28409,216.0,828.62,21.86
